sound_id,poem_id,title,author,original_phrase,original_phrase_en,sound_source_raw,sound_source_en,context_window,sound_category,location_raw,location_en,location_type,perception_modality,perception_reality,is_negated,extraction_method,sound_confidence_score,lng,lat,certainty,dynasty
snd_d92264c0,tang_辋川集 竹里馆_王_0144,辋川集 竹里馆,王维,长啸,long whistle,啸,whistle,弹琴复长啸,Human,幽篁里,in the deep bamboo grove,micro_space,implied,real,FALSE,LLM,0.95,109.3637,34.0538,T,Tang
snd_0bb67132,tang_寻西山隐者不遇_丘_0151,寻西山隐者不遇,丘为,松声,pine sound,松,pine trees,松声晚牕里,Nature,晚牕里,in the evening window,micro_space,direct,real,FALSE,LLM,0.95,114.89,30.4,T,Tang
snd_cf9d6b4a,tang_望蓟门_祖_0156,望蓟门,祖咏,箫鼓喧喧,flutes and drums noisy,箫鼓,flutes and drums,箫鼓喧喧汉将营,Instrument,汉将营,Han general's camp,micro_space,direct,real,FALSE,LLM,0.95,116.3551,39.9685,T,Tang
snd_3f7d5cbc,tang_古从军行_李_0158,古从军行,李颀,刁斗,watchman's rattle,刁斗,watchman's rattle,行人刁斗风沙暗,Environment,风沙暗,dark wind and sand,implied,implied,real,FALSE,LLM,0.9,,,,Tang
snd_e54cfa8b,tang_古从军行_李_0158,古从军行,李颀,琵琶幽怨多,lute with much melancholy,琵琶,lute,公主琵琶幽怨多,Instrument,,,,implied,real,FALSE,LLM,0.9,,,,Tang
snd_69d30b11,tang_古从军行_李_0158,古从军行,李颀,胡鴈哀鸣,wild geese cry mournfully,胡鴈,wild geese,胡鴈哀鸣夜夜飞,Animal,夜夜飞,fly every night,implied,direct,real,FALSE,LLM,0.95,,,,Tang
snd_3ae3940f,tang_琴歌_李_0159,琴歌,李颀,初弹渌水后楚妃,"first play Green Water, then Chu Concubine",弹,play (zither),初弹渌水后楚妃,Instrument,,,,implied,real,FALSE,LLM,0.85,108.94,34.34,T,Tang
snd_ce6b0f40,tang_琴歌_李_0159,琴歌,李颀,一声已动物皆静,"one sound already moves, all things become still",一声,one sound (of the zither),一声已动物皆静,Instrument,,,,direct,real,FALSE,LLM,0.95,108.94,34.34,T,Tang
snd_983976d5,tang_琴歌_李_0159,琴歌,李颀,四座无言,the four seats have no words,无言,no words,四座无言星欲稀,Human,四座,the four seats (the audience),micro_space,direct,real,TRUE,LLM,0.9,108.94,34.34,T,Tang
snd_38145c1f,tang_送陈章甫_李_0160,送陈章甫,李颀,嘶马,neighing horse,马,horse,嘶马出门思旧乡,Animal,出门,outside the door,micro_space,implied,real,FALSE,LLM,0.95,112.45,34.62,T,Tang
snd_a87c300f,tang_听安万善吹觱篥歌_李_0161,听安万善吹觱篥歌,李颀,吹觱篥,playing the bili (reed pipe),觱篥,bili (reed pipe),听安万善吹觱篥歌,Instrument,,,,direct,real,FALSE,LLM,1,108.94,34.34,T,Tang
snd_c0f1a3b8,tang_听安万善吹觱篥歌_李_0161,听安万善吹觱篥歌,李颀,傍邻闻者多叹息,neighbors who hear it sigh much,叹息,sighs,傍邻闻者多叹息,Human,傍邻,neighbors nearby,micro_space,direct,real,FALSE,LLM,0.9,108.94,34.34,T,Tang
snd_5073ccfd,tang_听安万善吹觱篥歌_李_0161,听安万善吹觱篥歌,李颀,枯桑老柏寒飕飗,withered mulberries and old cypresses shiver in the cold,飕飗,whistling wind,枯桑老柏寒飕飗,Nature,枯桑老柏,withered mulberries and old cypresses,micro_space,implied,real,FALSE,LLM,0.8,108.94,34.34,T,Tang
snd_9aee7747,tang_听安万善吹觱篥歌_李_0161,听安万善吹觱篥歌,李颀,九雏鸣凤乱啾啾,nine young phoenixes chirp in disorder,鸣凤,phoenixes,九雏鸣凤乱啾啾,Animal,,,,implied,real,FALSE,LLM,0.9,108.94,34.34,T,Tang
snd_c75fde50,tang_听安万善吹觱篥歌_李_0161,听安万善吹觱篥歌,李颀,龙吟虎啸一时发,dragons roar and tigers howl at once,龙吟虎啸,dragon roar and tiger howl,龙吟虎啸一时发,Animal,,,,implied,real,FALSE,LLM,0.9,108.94,34.34,T,Tang
snd_73c85f6a,tang_听安万善吹觱篥歌_李_0161,听安万善吹觱篥歌,李颀,万籁百泉相与秋,all sounds and a hundred springs join in autumn,万籁百泉,all sounds and a hundred springs,万籁百泉相与秋,Nature,,,,implied,real,FALSE,LLM,0.8,108.94,34.34,T,Tang
snd_0be82f94,tang_听安万善吹觱篥歌_李_0161,听安万善吹觱篥歌,李颀,变调如闻杨柳春,the tune changes as if hearing the Willow Spring song,杨柳春,Willow Spring song,变调如闻杨柳春,Instrument,,,,direct,imagination,FALSE,LLM,0.8,108.94,34.34,T,Tang
snd_8a756ed6,tang_听安万善吹觱篥歌_李_0161,听安万善吹觱篥歌,李颀,美酒一杯声一曲,"a cup of fine wine, one tune of music",声一曲,one tune of music,美酒一杯声一曲,Instrument,高堂,high hall,micro_space,implied,real,FALSE,LLM,0.9,108.94,34.34,T,Tang
snd_90356a64,tang_古意_李_0162,古意,李颀,惯弹琵琶,skilled at playing pipa,琵琶,pipa (lute),惯弹琵琶解歌舞,Instrument,,,,implied,real,FALSE,LLM,0.9,,,,Tang
snd_3baca2fc,tang_古意_李_0162,古意,李颀,羗笛出塞声,Qiang flute playing the tune of leaving the frontier,羗笛,Qiang flute,今为羗笛出塞声,Instrument,,,,direct,real,FALSE,LLM,0.95,,,,Tang
snd_ed6ccddd,tang_送魏万之京_李_0164,送魏万之京,李颀,闻游子唱离歌,hear the traveler sing a farewell song,游子,traveler,朝闻游子唱离歌,Human,,,,direct,real,FALSE,LLM,0.95,112.45,34.62,F,Tang
snd_fe9e79e1,tang_送魏万之京_李_0164,送魏万之京,李颀,鸿鴈不堪愁里听,cannot bear to hear the wild geese in sorrow,鸿鴈,wild geese,鸿鴈不堪愁里听,Animal,,,,direct,real,FALSE,LLM,0.9,112.45,34.62,F,Tang
snd_4df506f7,tang_塞下曲四首 一_王_0166,塞下曲四首 一,王昌龄,蝉鸣,cicadas chirp,蝉,cicadas,蝉鸣空桑林,Animal,空桑林,empty mulberry forest,micro_space,direct,real,FALSE,LLM,0.95,106.28,36.01,F,Tang
snd_5450a0ac,tang_回乡偶书  其二_黄_0177,回乡偶书  其二,贺知章,乡音,native accent,乡音,native accent,乡音难改鬓毛衰,Human,,,,implied,real,FALSE,LLM,0.7,,,,Tang
snd_3eecfad5,tang_长恨歌_白_0178,长恨歌,白居易,缓歌慢舞凝丝竹,"slow songs and gentle dances, congealed strings and bamboo",丝竹,string and wind instruments,缓歌慢舞凝丝竹，尽日君王看不足。,Instrument,,,,implied,real,FALSE,LLM,0.9,112.118272,31.9404575,T,Tang
snd_e899e2d0,tang_长恨歌_白_0178,长恨歌,白居易,惊破霓裳羽衣曲,startled and shattered the Rainbow and Feather Garment tune,霓裳羽衣曲,Rainbow and Feather Garment tune,渔阳鞞鼓动地来，惊破霓裳羽衣曲。,Instrument,,,,implied,real,FALSE,LLM,0.85,112.118272,31.9404575,T,Tang
snd_0380eced,tang_长恨歌_白_0178,长恨歌,白居易,迟迟钟鼓初长夜,"slowly the bells and drums, the long night begins",钟鼓,bells and drums,迟迟钟鼓初长夜，耿耿星河欲曙天。,Environment,,,,direct,real,FALSE,LLM,0.9,112.118272,31.9404575,T,Tang
snd_3e5a5cb4,tang_长恨歌_白_0178,长恨歌,白居易,金阙西厢叩玉扃,"at the golden palace's west wing, knock on the jade door",叩,knock,金阙西厢叩玉扃，转教小玉报双成。,Environment,金阙西厢,west wing of the golden palace,micro_space,implied,real,FALSE,LLM,0.85,112.118272,31.9404575,T,Tang
snd_30b6e2fe,tang_长恨歌_白_0178,长恨歌,白居易,一别音容两渺茫,"once parted, voice and face both distant and vague",音,voice,含情凝睇谢君王，一别音容两渺茫。,Human,,,,implied,memory,TRUE,LLM,0.8,112.118272,31.9404575,T,Tang
snd_ec8ff591,tang_利州南渡_温_0184,利州南渡,温庭筠,马嘶,horse neighing,马,horse,波上马嘶看櫂去,Animal,波上,on the waves,micro_space,direct,real,FALSE,LLM,0.95,105.8452,32.4339,T,Tang
snd_7840035d,tang_春宫怨_周_0190,春宫怨,周朴,鸟声碎,bird sounds are fragmented,鸟,bird,风暖鸟声碎,Animal,,,,direct,real,FALSE,LLM,0.95,,,,Tang
snd_30a17634,tang_宫词二首 一_张_0193,宫词二首 一,张祜,一声河满子,a single note of 'He Manzi',河满子,He Manzi (a song title),一声河满子,Human,君前,before the emperor,micro_space,direct,real,FALSE,LLM,0.9,,,,Tang
snd_65af7de5,tang_宫词_朱_0198,宫词,朱庆余,不敢言,dare not speak,美人,beautiful woman,含情欲说宫中事，鹦鹉前头不敢言。,Human,琼轩,jade pavilion,micro_space,implied,real,TRUE,LLM,0.9,,,,Tang
snd_e25aa776,tang_石鼓歌_韩_0199,石鼓歌,韩愈,鸣相磨,ring and rub against each other,劒佩,swords and pendants,诸侯劒佩鸣相磨,Environment,明堂,Bright Hall,micro_space,implied,real,FALSE,LLM,0.9,112.460033,34.624376,T,Tang
snd_66ca1104,tang_石鼓歌_韩_0199,石鼓歌,韩愈,㧑呵,shout and scold,鬼物,ghosts and spirits,鬼物守护烦㧑呵,Human,,,,implied,real,FALSE,LLM,0.8,112.460033,34.624376,T,Tang
snd_4742c516,tang_石鼓歌_韩_0199,石鼓歌,韩愈,敲火,strike fire,牧童,shepherd boy,牧童敲火牛砺角,Environment,,,,implied,real,FALSE,LLM,0.7,112.460033,34.624376,T,Tang
snd_0ab1ed61,tang_石鼓歌_韩_0199,石鼓歌,韩愈,吟哦,chant and recite,诗人,poet,六年西顾空吟哦,Human,,,,implied,real,FALSE,LLM,0.9,112.460033,34.624376,T,Tang
snd_8221e9cd,tang_石鼓歌_韩_0199,石鼓歌,韩愈,呜呼,alas,诗人,poet,呜呼吾意其蹉跎,Human,,,,direct,real,FALSE,LLM,0.95,112.460033,34.624376,T,Tang
snd_0ed91deb,tang_秋夜曲_王_0200,秋夜曲,王涯,银筝夜久殷勤弄,playing the silver zither diligently late into the night,银筝,silver zither,银筝夜久殷勤弄,Instrument,空房,empty room,micro_space,implied,real,FALSE,LLM,0.9,,,,Tang
snd_ca2637a0,tang_登柳州城楼寄漳汀封连四州_柳_0202,登柳州城楼寄漳汀封连四州,柳宗元,惊风乱飐芙蓉水,startling wind wildly ruffles the lotus water,风,wind,惊风乱飐芙蓉水,Nature,芙蓉水,lotus water,micro_space,implied,real,FALSE,LLM,0.7,109.41,24.33,T,Tang
snd_753b9634,tang_登柳州城楼寄漳汀封连四州_柳_0202,登柳州城楼寄漳汀封连四州,柳宗元,密雨斜侵薜荔墙,dense rain slantingly attacks the wall of ivy,雨,rain,密雨斜侵薜荔墙,Nature,薜荔墙,wall of ivy,micro_space,implied,real,FALSE,LLM,0.7,109.41,24.33,T,Tang
snd_7b15e98f,tang_登柳州城楼寄漳汀封连四州_柳_0202,登柳州城楼寄漳汀封连四州,柳宗元,犹自音书滞一乡,"still, letters and news are stranded in one place",音书,letters and news,犹自音书滞一乡,Human,,,,implied,real,TRUE,LLM,0.6,109.41,24.33,T,Tang
snd_3f8b3033,tang_溪居_柳_0203,溪居,柳宗元,响溪石,sounds on the creek rocks,溪石,creek rocks,夜榜响溪石,Environment,溪,creek,micro_space,implied,real,FALSE,LLM,0.9,111.637622,26.22853,T,Tang
snd_dc72eff4,tang_渔翁_柳_0205,渔翁,柳宗元,欸乃一声,the creak of the oar,欸乃,creak of oar,烟销日出不见人，欸乃一声山水绿。,Environment,山水,mountains and waters,micro_space,direct,real,FALSE,LLM,0.95,111.637622,26.22853,T,Tang
snd_68f44bdd,tang_春望_杜_0208,春望,杜甫,鸟惊心,birds startle the heart,鸟,birds,恨别鸟惊心,Animal,,,,implied,real,FALSE,LLM,0.8,108.946306,34.347436,T,Tang
snd_91b94429,tang_春宿左省_杜_0209,春宿左省,杜甫,啾啾栖鸟过,chirping birds passing by,栖鸟,roosting birds,啾啾栖鸟过,Animal,掖垣,palace wall,micro_space,direct,real,FALSE,LLM,0.95,108.946306,34.347436,T,Tang
snd_9b0f8e8b,tang_春宿左省_杜_0209,春宿左省,杜甫,不寝听金钥,"sleepless, listening for the golden keys",金钥,golden keys,不寝听金钥,Environment,,,,direct,real,FALSE,LLM,0.9,108.946306,34.347436,T,Tang
snd_cbb1d27b,tang_春宿左省_杜_0209,春宿左省,杜甫,因风想玉珂,"by the wind, imagining jade pendants",玉珂,jade horse bells,因风想玉珂,Environment,,,,implied,imagination,FALSE,LLM,0.85,108.946306,34.347436,T,Tang
snd_18111c08,tang_月夜忆舍弟_杜_0211,月夜忆舍弟,杜甫,戍鼓,watchtower drum,鼓,drum,戍鼓断人行,Environment,戍,watchtower,micro_space,implied,real,FALSE,LLM,0.9,105.731276,34.587162,T,Tang
snd_7d419519,tang_月夜忆舍弟_杜_0211,月夜忆舍弟,杜甫,一雁声,a wild goose's cry,雁,wild goose,秋边一雁声,Animal,秋边,autumn border,implied,direct,real,FALSE,LLM,0.95,105.731276,34.587162,T,Tang
snd_3a5a020f,tang_客至_杜_0214,客至,杜甫,呼取,call out to fetch,邻翁,neighbor old man,隔篱呼取尽余桮,Human,隔篱,across the fence,micro_space,implied,real,FALSE,LLM,0.9,106.7708745,33.2848685,T,Tang
snd_ba02d39d,tang_奉济驿重送严公四韵_杜_0216,奉济驿重送严公四韵,杜甫,讴歌,singing praises,列郡,various prefectures,列郡讴歌惜,Human,列郡,various prefectures,toponym,implied,real,FALSE,LLM,0.9,104.76,31.48,T,Tang
snd_338f6c66,tang_闻官军收河南河北_杜_0217,闻官军收河南河北,杜甫,放歌,loudly sing,诗人,the poet,白日放歌须纵酒,Human,,,,implied,imagination,FALSE,LLM,0.8,105.101082,31.101709,T,Tang
snd_b57e7426,tang_登高_杜_0218,登高,杜甫,猨啸哀,monkeys' mournful cries,猨,monkeys,风急天高猨啸哀,Animal,渚,islet,micro_space,direct,real,FALSE,LLM,0.95,107.2858075,31.063135,T,Tang
snd_1c4c70d9,tang_登高_杜_0218,登高,杜甫,萧萧下,rustling down,落木,falling leaves,无边落木萧萧下,Nature,,,,direct,real,FALSE,LLM,0.9,107.2858075,31.063135,T,Tang
snd_e2f3b2a1,tang_登高_杜_0218,登高,杜甫,衮衮来,rolling on,长江,Yangtze River,不尽长江衮衮来,Nature,,,,direct,real,FALSE,LLM,0.85,107.2858075,31.063135,T,Tang
snd_5424f8ae,tang_别房太尉墓_杜_0219,别房太尉墓,杜甫,鸎啼,oriole cries,鸎,oriole,唯见林花落，鸎啼送客闻。,Animal,林,forest,micro_space,direct,real,FALSE,LLM,0.95,106.011555,31.564145,T,Tang
snd_bae17aa0,tang_登楼_杜_0220,登楼,杜甫,梁甫吟,Liangfu chant,吟,chant,日暮聊为梁甫吟,Human,,,,implied,real,FALSE,LLM,0.8,108.5793525,29.676739,T,Tang
snd_303c502f,tang_宿府_杜_0221,宿府,杜甫,音书绝,news and letters cut off,音书,news and letters,风尘荏苒音书绝,Human,,,,implied,real,TRUE,LLM,0.7,104.071216,30.576279,T,Tang
snd_da4994e6,tang_阁夜_杜_0223,阁夜,杜甫,野哭,wild weeping,野哭,weeping in the wilderness,野哭几家闻战伐,Human,野,wilderness,micro_space,direct,real,FALSE,LLM,0.9,109.470533,31.024561,T,Tang
snd_0a649b3b,tang_阁夜_杜_0223,阁夜,杜甫,夷歌,barbarian songs,夷歌,barbarian songs,夷歌数处起渔樵,Human,渔樵,fishermen and woodcutters,micro_space,direct,real,FALSE,LLM,0.85,109.470533,31.024561,T,Tang
snd_2b976540,tang_咏怀古迹五首 三_杜_0227,咏怀古迹五首 三,杜甫,千载琵琶作胡语,thousand-year pipa plays barbarian language,琵琶,pipa (lute),千载琵琶作胡语,Instrument,,,,implied,imagination,FALSE,LLM,0.9,109.470533,31.024561,T,Tang
snd_d29c8aa4,tang_咏怀古迹五首 三_杜_0227,咏怀古迹五首 三,杜甫,分明怨恨曲中论,clearly resentment discussed in the tune,曲,tune,分明怨恨曲中论,Instrument,,,,implied,imagination,FALSE,LLM,0.8,109.470533,31.024561,T,Tang
snd_1944fa65,tang_江南逢李龟年_杜_0230,江南逢李龟年,杜甫,闻,heard,李龟年（歌唱）,Li Guinian (singing),崔九堂前几度闻,Human,崔九堂前,in front of Cui Jiu's hall,micro_space,direct,memory,FALSE,LLM,0.9,118.7674,32.0415,T,Tang
snd_b76e643e,tang_和晋陵陆丞早春游望_杜_0238,和晋陵陆丞早春游望,杜审言,忽闻歌古调,suddenly hear an ancient tune being sung,歌古调,ancient tune being sung,忽闻歌古调，归思欲沾巾。,Human,,,,direct,real,FALSE,LLM,0.95,119.9613,31.7815,T,Tang
snd_a69bbe77,tang_兵车行_杜_0242,兵车行,杜甫,车辚辚,carts creak,车,carts,车辚辚，马萧萧,Environment,,,,direct,real,FALSE,LLM,0.95,108.946306,34.347436,T,Tang
snd_49299cdd,tang_兵车行_杜_0242,兵车行,杜甫,马萧萧,horses neigh,马,horses,车辚辚，马萧萧,Animal,,,,direct,real,FALSE,LLM,0.95,108.946306,34.347436,T,Tang
snd_6bf79dcd,tang_兵车行_杜_0242,兵车行,杜甫,哭声,crying sound,耶娘妻子,"parents, wives, and children",牵衣顿足阑道哭，哭声直上干云霄,Human,阑道,blocking the road,micro_space,direct,real,FALSE,LLM,0.95,108.946306,34.347436,T,Tang
snd_7825cbf5,tang_赠卫八处士_杜_0243,赠卫八处士,杜甫,惊呼,startled exclamation,诗人,poet,访旧半为鬼，惊呼热中肠。,Human,,,,direct,real,FALSE,LLM,0.9,109.778378,34.518619,T,Tang
snd_e4e52dbe,tang_哀江头_杜_0245,哀江头,杜甫,嚼啮,chew and gnaw,白马,white horse,白马嚼啮黄金勒,Animal,辇前,in front of the imperial carriage,micro_space,implied,memory,FALSE,LLM,0.7,108.946306,34.347436,T,Tang
snd_4c6a2d1f,tang_哀王孙_杜_0246,哀王孙,杜甫,泣路隅,weeping at the roadside,王孙,prince,腰下实玦青珊瑚，可怜王孙泣路隅。,Human,路隅,roadside corner,micro_space,direct,real,FALSE,LLM,0.9,111.630105,34.5751885,T,Tang
snd_8ead1048,tang_哀王孙_杜_0246,哀王孙,杜甫,不敢长语,dare not speak at length,诗人,poet,不敢长语临交衢，且为王孙立斯须。,Human,交衢,crossroads,micro_space,implied,real,TRUE,LLM,0.85,111.630105,34.5751885,T,Tang
snd_184ae451,tang_哀王孙_杜_0246,哀王孙,杜甫,慎勿出口,be careful not to speak out,王孙,prince,花门剺面请雪耻，慎勿出口他人狙。,Human,,,,implied,imagination,TRUE,LLM,0.7,111.630105,34.5751885,T,Tang
snd_db22db67,tang_佳人_杜_0247,佳人,杜甫,那闻旧人哭,how can one hear the old person weep,旧人,old person (the abandoned wife),但见新人笑，那闻旧人哭。,Human,,,,implied,real,TRUE,LLM,0.9,106.7708745,32.5817205,T,Tang
snd_8b39a505,tang_梦李白二首 一_杜_0248,梦李白二首 一,杜甫,吞声,swallow sound,人,person,死别已吞声,Human,,,,implied,real,FALSE,LLM,0.9,105.72,34.58,T,Tang
snd_4cf496e4,tang_韦讽录事宅观曹将军画马图_杜_0250,韦讽录事宅观曹将军画马图,杜甫,叹嗟,sigh and exclaim,识者,connoisseurs,复令识者久叹嗟,Human,,,,implied,real,FALSE,LLM,0.8,104.071216,30.576279,T,Tang
snd_9dbe0759,tang_观公孙大娘弟子舞劒器行_杜_0254,观公孙大娘弟子舞剑器行,杜甫,雷霆收震怒,thunder gathers its fury,雷霆,thunder,来如雷霆收震怒,Nature,,,,implied,imagination,FALSE,LLM,0.9,109.470533,31.024561,T,Tang
snd_52e6c680,tang_观公孙大娘弟子舞劒器行_杜_0254,观公孙大娘弟子舞剑器行,杜甫,急管,urgent pipes,管,pipes (wind instrument),玳筵急管曲复终,Instrument,玳筵,tortoiseshell mat feast,micro_space,direct,real,FALSE,LLM,0.95,109.470533,31.024561,T,Tang
snd_56722748,tang_观公孙大娘弟子舞劒器行_杜_0254,观公孙大娘弟子舞剑器行,杜甫,曲复终,the music ends again,曲,music,玳筵急管曲复终,Instrument,玳筵,tortoiseshell mat feast,micro_space,direct,real,FALSE,LLM,0.9,109.470533,31.024561,T,Tang
snd_7c0b4495,tang_观公孙大娘弟子舞劒器行_杜_0254,观公孙大娘弟子舞剑器行,杜甫,问答,question and answer,问答,dialogue,与余问答既有以,Human,,,,direct,real,FALSE,LLM,0.85,109.470533,31.024561,T,Tang
snd_6cf565a0,tang_寻陆鸿渐不遇_皎_0267,寻陆鸿渐不遇,皎然,扣门无犬吠,knock on the door but no dog barks,犬,dog,扣门无犬吠,Animal,篱边,by the fence,micro_space,direct,real,TRUE,LLM,0.95,120.1,30.86,T,Tang
snd_4dd35791,tang_寻陆鸿渐不遇_皎_0267,寻陆鸿渐不遇,皎然,扣门,knock on the door,扣门,knocking on the door,扣门无犬吠,Environment,门,door,micro_space,direct,real,FALSE,LLM,0.9,120.1,30.86,T,Tang
snd_eafb860c,tang_西塞山怀古_刘_0268,西塞山怀古,刘禹锡,萧萧,rustling sound,芦荻,reeds,故垒萧萧芦荻秋,Nature,故垒,old fortress,micro_space,implied,real,FALSE,LLM,0.9,115.1046,30.2072,T,Tang
snd_5212f9fe,tang_枫桥夜泊_张_0280,枫桥夜泊,张继,乌啼,crows cawing,乌,crow,月落乌啼霜满天,Animal,,,,direct,real,FALSE,LLM,1,120.5683,31.3095,T,Tang
snd_da07fc57,tang_酬程延秋夜即事见赠_韩_0281,酬程延秋夜即事见赠,韩翃,砧杵夜千家,pounding blocks and pestles at night in a thousand homes,砧杵,washing blocks and pestles,砧杵夜千家,Environment,千家,a thousand homes,implied,implied,real,FALSE,LLM,0.9,,,,Tang
snd_3e920a99,tang_酬程延秋夜即事见赠_韩_0281,酬程延秋夜即事见赠,韩翃,不觉已鸣鸦,unaware that crows have already cawed,鸦,crows,不觉已鸣鸦,Animal,,,,direct,real,FALSE,LLM,0.95,,,,Tang
snd_d2e0b55f,tang_秋夜寄丘二十二员外_韦_0286,秋夜寄丘二十二员外,韦应物,松子落,pine seeds falling,松子,pine seeds,山空松子落,Nature,山,mountain,micro_space,implied,real,FALSE,LLM,0.7,120.58,31.3,T,Tang
snd_2c75ef40,tang_送杨氏女_韦_0288,送杨氏女,韦应物,两别泣不休,weeping without cease at parting,泣,weeping,幼为长所育，两别泣不休,Human,,,,direct,real,FALSE,LLM,0.9,118.3171,32.3016,T,Tang
snd_435d35b3,tang_夕次盱眙县_韦_0290,夕次盱眙县,韦应物,听钟,hear the bell,钟,bell,听钟未眠客,Environment,孤驿,lonely post station,micro_space,direct,real,FALSE,LLM,0.9,118.5444,33.012,T,Tang
snd_fd2b34c0,tang_东郊_韦_0291,东郊,韦应物,春鸠鸣何处,spring doves call somewhere,春鸠,spring doves,春鸠鸣何处,Animal,,,,direct,real,FALSE,LLM,0.95,108.94,34.13,T,Tang
snd_bf647a12,tang_滁州西涧_韦_0292,滁州西涧,韦应物,黄鹂深树鸣,orioles sing in the deep trees,黄鹂,orioles,上有黄鹂深树鸣,Animal,深树,deep trees,micro_space,direct,real,FALSE,LLM,1,118.3171,32.3016,T,Tang
snd_6fd28bd1,tang_和晋陵陆丞早春游望_韦_0293,和晋陵陆丞早春游望,韦应物,忽闻歌苦调,suddenly hear a song with bitter tune,歌,song,忽闻歌苦调,Human,,,,direct,real,FALSE,LLM,0.95,119.9613,31.7815,T,Tang
snd_d8884ac6,tang_白雪歌送武判官归京_岑_0295,白雪歌送武判官归京,岑参,胡琴琵琶与羌笛,"Huqin, pipa, and Qiang flute",胡琴琵琶与羌笛,"Huqin, pipa, and Qiang flute",中军置酒饮归客，胡琴琵琶与羌笛。,Instrument,中军,headquarters,micro_space,implied,real,FALSE,LLM,0.9,108.94,34.34,T,Tang
snd_d376ce4d,tang_轮台歌奉送封大夫出师西征_岑_0296,轮台歌奉送封大夫出师西征,岑参,吹笛,play the flute,笛,flute,平明吹笛大军行,Instrument,,,,direct,real,FALSE,LLM,1,87.6,43.8,T,Tang
snd_f3879687,tang_走马川行奉送出师西征_岑_0297,走马川行奉送出师西征,岑参,戈相拨,weapons clashing,戈,weapons,半夜军行戈相拨,Environment,,,,implied,real,FALSE,LLM,0.85,87.623314,43.832806,T,Tang
snd_a82b0c3f,tang_奉和中书舍人贾至早朝大明宫_岑_0299,奉和中书舍人贾至早朝大明宫,岑参,鸡鸣,rooster crows,鸡,rooster,鸡鸣紫陌曙光寒,Animal,紫陌,purple road,micro_space,direct,real,FALSE,LLM,0.95,108.9589,34.2941,T,Tang
snd_e4184240,tang_奉和中书舍人贾至早朝大明宫_岑_0299,奉和中书舍人贾至早朝大明宫,岑参,晓钟,morning bell,钟,bell,金阙晓钟开万户,Environment,金阙,golden palace,micro_space,direct,real,FALSE,LLM,0.95,108.9589,34.2941,T,Tang
snd_5497b3b9,tang_奉和中书舍人贾至早朝大明宫_岑_0299,奉和中书舍人贾至早朝大明宫,岑参,阳春一曲,a song of Sunny Spring,曲,song,阳春一曲和皆难,Human,凤皇池上,above the Phoenix Pool,micro_space,implied,real,FALSE,LLM,0.9,108.9589,34.2941,T,Tang
snd_7a07214e,tang_书边事_张_0302,书边事,张乔,调角,tuning the horn,角,horn,调角断清秋,Instrument,戍楼,garrison tower,micro_space,implied,real,FALSE,LLM,0.9,,,,Tang
snd_1345f343,tang_行路难三首 二_李_0304,行路难三首 二,李白,弹劒作歌奏苦声,"playing sword and singing, producing bitter sounds",弹劒作歌,playing sword and singing,弹劒作歌奏苦声,Human,,,,implied,real,FALSE,LLM,0.9,108.946306,34.347436,T,Tang
snd_888038d1,tang_长相思_李_0306,长相思,李白,络纬秋啼金井阑,crickets chirp in autumn by the golden well railing,络纬,crickets,络纬秋啼金井阑,Animal,金井阑,golden well railing,micro_space,direct,real,FALSE,LLM,0.95,113.8745985,32.472932,T,Tang
snd_89b25ed1,tang_长相思_李_0306,长相思,李白,空长叹,empty long sigh,人,person (the speaker),卷帷望月空长叹,Human,,,,direct,real,FALSE,LLM,0.9,113.8745985,32.472932,T,Tang
snd_5569a161,tang_关山月_李_0307,关山月,李白,叹息,sigh,戍客,garrison soldiers,高楼当此夜，叹息未应闲。,Human,高楼,high tower,micro_space,implied,real,FALSE,LLM,0.9,106.45,34.99,T,Tang
snd_3f7f4d80,tang_庐山谣寄卢侍御虚舟_李_0318,庐山谣寄卢侍御虚舟,李白,凤歌,phoenix song,凤歌,phoenix song,我本楚狂人，凤歌笑孔丘。,Human,,,,implied,memory,FALSE,LLM,0.8,115.9946,29.5556,T,Tang
snd_69a0fd85,tang_庐山谣寄卢侍御虚舟_李_0318,庐山谣寄卢侍御虚舟,李白,笑,laugh,笑,laugh,我本楚狂人，凤歌笑孔丘。,Human,,,,implied,memory,FALSE,LLM,0.7,115.9946,29.5556,T,Tang
snd_23a8599f,tang_梦游天姥吟留别_李_0319,梦游天姥吟留别,李白,空中闻天鸡,in the air hear celestial rooster,天鸡,celestial rooster,半壁见海日，空中闻天鸡,Animal,空中,in the air,micro_space,direct,dream,FALSE,LLM,0.95,120.955,29.33,T,Tang
snd_35a82de4,tang_梦游天姥吟留别_李_0319,梦游天姥吟留别,李白,熊咆龙吟,"bears roar, dragons chant",熊、龙,bears and dragons,熊咆龙吟殷岩泉,Animal,岩泉,rocky springs,micro_space,implied,dream,FALSE,LLM,0.9,120.955,29.33,T,Tang
snd_b0b7c79a,tang_梦游天姥吟留别_李_0319,梦游天姥吟留别,李白,列缺霹雳,"lightning flashes, thunder crashes",霹雳,thunder,列缺霹雳，丘峦崩摧,Nature,,,,implied,dream,FALSE,LLM,0.85,120.955,29.33,T,Tang
